dip152_66,1,DiPol_NH3-BH3,5.281
dip152_67,1,DiPol_NH3-NH3,2.1345
dip152_68,1,DiPol_NH3O,5.3942
dip152_69,1,DiPol_OCl2,0.5625
dip152_70,1,DiPol_P2H4,0.9979
dip152_71,1,DiPol_PH2OH,0.6836
dip152_72,1,DiPol_PH3,0.6069
dip152_73,1,DiPol_PH3O,3.7704
dip152_74,1,DiPol_S2H2,1.1425
dip152_75,1,DiPol_SCl2,0.3891
dip152_76,1,DiPol_SF2,1.0555
dip152_77,1,DiPol_SH2,0.9939
dip152_78,1,DiPol_SiH3Cl,1.3645
dip152_79,1,DiPol_SiH3F,1.3123
dip152_80,1,DiPol_SiO,3.1123
dip152_81,1,DiPol_SO2,1.6286
dip152_82,1,DiPol_AlH2,0.4011
dip152_83,1,DiPol_BeH,0.2319
dip152_84,1,DiPol_BH,1.4103
dip152_85,1,DiPol_BH2,0.5004
dip152_86,1,DiPol_BN,2.0366
dip152_87,1,DiPol_BO,2.3171
dip152_88,1,DiPol_BS,0.7834
dip152_89,1,DiPol_C2H,0.7601
dip152_90,1,DiPol_C2H3,0.6867
dip152_91,1,DiPol_C2H5,0.314
dip152_92,1,DiPol_CF,0.6793
dip152_93,1,DiPol_CF2,0.5402
dip152_94,1,DiPol_CH,1.4328
dip152_95,1,DiPol_CH2F,1.3796
dip152_96,1,DiPol_CH2NH,2.0673
dip152_97,1,DiPol_CH2PH,0.8748
dip152_98,1,DiPol_CH2-singlet,1.4942
dip152_99,1,DiPol_CH2-triplet,0.5862
dip152_100,1,DiPol_CH3O,2.0368
dip152_101,1,DiPol_ClO2,1.8627
dip152_102,1,DiPol_CN,1.4318
dip152_103,1,DiPol_FCO,0.7678
dip152_104,1,DiPol_FH-BH2,2.973
dip152_105,1,DiPol_FH-NH2,4.6265
dip152_106,1,DiPol_FH-OH,3.3808
dip152_107,1,DiPol_H2CN,2.4939
dip152_108,1,DiPol_H2O-Al,4.3573
dip152_109,1,DiPol_H2O-Cl,2.2383
dip152_110,1,DiPol_H2O-F,2.1875
dip152_111,1,DiPol_H2O-Li,3.6184
dip152_112,1,DiPol_HCHS,1.7588
dip152_113,1,DiPol_HCO,1.6912
dip152_114,1,DiPol_HCP,0.3542
dip152_115,1,DiPol_HNO,1.6536
dip152_116,1,DiPol_HNO2,1.9345
dip152_117,1,DiPol_HNS,1.4062
dip152_118,1,DiPol_HO2,2.1659
dip152_119,1,DiPol_HOF,1.9168
dip152_120,1,DiPol_HPO,2.6291
dip152_121,1,DiPol_LiN,7.0558
dip152_122,1,DiPol_N2H2,2.8771
dip152_123,1,DiPol_NaLi,0.4837
dip152_124,1,DiPol_NCl,1.1279
dip152_125,1,DiPol_NCO,0.7935
dip152_126,1,DiPol_NF,0.0671
dip152_127,1,DiPol_NF2,0.1904
dip152_128,1,DiPol_NH,1.5433
dip152_129,1,DiPol_NH2,1.7853
dip152_130,1,DiPol_NO,0.1271
dip152_131,1,DiPol_NO2,0.335
dip152_132,1,DiPol_NOCl,2.0773
dip152_133,1,DiPol_NP,2.8713
dip152_134,1,DiPol_NS,1.8237
dip152_135,1,DiPol_O3,0.5666
dip152_136,1,DiPol_OCl,1.279
dip152_137,1,DiPol_OF,0.0205
dip152_138,1,DiPol_OF2,0.3252
dip152_139,1,DiPol_OH,1.655
dip152_140,1,DiPol_PCl,0.5657
dip152_141,1,DiPol_PF,0.8104
dip152_142,1,DiPol_PH,0.4375
dip152_143,1,DiPol_PH2,0.5472
dip152_144,1,DiPol_PO,1.9617
dip152_145,1,DiPol_PO2,1.4426
dip152_146,1,DiPol_PPO,1.8812
dip152_147,1,DiPol_PS,0.6825
dip152_148,1,DiPol_SCl,0.069
dip152_149,1,DiPol_SF,0.8139
dip152_150,1,DiPol_SH,0.7727
dip152_151,1,DiPol_SiH,0.1138
dip152_152,1,DiPol_SO-trip,1.5606
dipNSP81_1,1,DiPol_AlF,1.4729
dipNSP81_2,1,DiPol_BF,0.8194
dipNSP81_3,1,DiPol_BH2Cl,0.6838
dipNSP81_4,1,DiPol_BH2F,0.8269
dipNSP81_5,1,DiPol_BHCl2,0.6684
dipNSP81_6,1,DiPol_BHF2,0.9578
dipNSP81_7,1,DiPol_CH2BH,0.6238
dipNSP81_8,1,DiPol_CH2BOH,2.2558
dipNSP81_9,1,DiPol_CH3BH2,0.5751
dipNSP81_10,1,DiPol_CH3BO,3.6779
dipNSP81_11,1,DiPol_CH3Cl,1.8981
dipNSP81_12,1,DiPol_CH3F,1.8083
dipNSP81_13,1,DiPol_CH3Li,5.8304
dipNSP81_14,1,DiPol_CH3NH2,1.3876
dipNSP81_15,1,DiPol_CH3OH,1.7091
dipNSP81_16,1,DiPol_CH3SH,1.5906
dipNSP81_17,1,DiPol_ClCN,2.8496
dipNSP81_18,1,DiPol_ClF,0.8802
dipNSP81_19,1,DiPol_CO,0.1172
dipNSP81_20,1,DiPol_CS,1.9692
dipNSP81_21,1,DiPol_CSO,0.7327
dipNSP81_22,1,DiPol_FCN,2.1756
dipNSP81_23,1,DiPol_FNO,1.6971
dipNSP81_24,1,DiPol_H2O,1.8601
dipNSP81_25,1,DiPol_H2O-H2O,2.7303
dipNSP81_26,1,DiPol_H2O-NH3,3.5004
dipNSP81_27,1,DiPol_H2S-H2S,0.9181
dipNSP81_28,1,DiPol_H2S-HCl,2.1328
dipNSP81_29,1,DiPol_HBH2BH,0.8429
dipNSP81_30,1,DiPol_HBO,2.7322
dipNSP81_31,1,DiPol_HBS,1.3753
dipNSP81_32,1,DiPol_HCCCl,0.5009
dipNSP81_33,1,DiPol_HCCF,0.7452
dipNSP81_34,1,DiPol_HCHO,2.3927
dipNSP81_35,1,DiPol_HCl,1.1055
dipNSP81_36,1,DiPol_HCl-HCl,1.7766
dipNSP81_37,1,DiPol_HCN,3.0065
dipNSP81_38,1,DiPol_HCNO,2.956
dipNSP81_39,1,DiPol_HCOF,2.1169
dipNSP81_40,1,DiPol_HCONH2,3.9152
dipNSP81_41,1,DiPol_HCOOH,1.3835
dipNSP81_42,1,DiPol_HF,1.8059
dipNSP81_43,1,DiPol_HF-HF,3.3991
dipNSP81_44,1,DiPol_HN3,1.6603
dipNSP81_45,1,DiPol_HNC,3.0818
dipNSP81_46,1,DiPol_HNCO,2.0639
dipNSP81_47,1,DiPol_HOCl,1.5216
dipNSP81_48,1,DiPol_HOCN,3.7998
dipNSP81_49,1,DiPol_HOOH,1.5732
dipNSP81_50,1,DiPol_LiBH4,6.1281
dipNSP81_51,1,DiPol_LiCl,7.096
dipNSP81_52,1,DiPol_LiCN,6.9851
dipNSP81_53,1,DiPol_LiF,6.2879
dipNSP81_54,1,DiPol_LiH,5.8286
dipNSP81_55,1,DiPol_LiOH,4.5664
dipNSP81_56,1,DiPol_N2H4,2.7179
dipNSP81_57,1,DiPol_NaCl,9.0066
dipNSP81_58,1,DiPol_NaCN,8.8903
dipNSP81_59,1,DiPol_NaF,8.1339
dipNSP81_60,1,DiPol_NaH,6.3966
dipNSP81_61,1,DiPol_NaOH,6.769
dipNSP81_62,1,DiPol_NH2Cl,1.9468
dipNSP81_63,1,DiPol_NH2F,2.2688
dipNSP81_64,1,DiPol_NH2OH,0.7044
dipNSP81_65,1,DiPol_NH3,1.5289
dipNSP81_66,1,DiPol_NH3-BH3,5.281
dipNSP81_67,1,DiPol_NH3-NH3,2.1345
dipNSP81_68,1,DiPol_NH3O,5.3942
dipNSP81_69,1,DiPol_OCl2,0.5625
dipNSP81_70,1,DiPol_P2H4,0.9979
dipNSP81_71,1,DiPol_PH2OH,0.6836
dipNSP81_72,1,DiPol_PH3,0.6069
dipNSP81_73,1,DiPol_PH3O,3.7704
dipNSP81_74,1,DiPol_S2H2,1.1425
dipNSP81_75,1,DiPol_SCl2,0.3891
dipNSP81_76,1,DiPol_SF2,1.0555
dipNSP81_77,1,DiPol_SH2,0.9939
dipNSP81_78,1,DiPol_SiH3Cl,1.3645
dipNSP81_79,1,DiPol_SiH3F,1.3123
dipNSP81_80,1,DiPol_SiO,3.1123
dipNSP81_81,1,DiPol_SO2,1.6286
dipSP71_1,1,DiPol_AlH2,0.4011
dipSP71_2,1,DiPol_BeH,0.2319
dipSP71_3,1,DiPol_BH,1.4103
dipSP71_4,1,DiPol_BH2,0.5004
dipSP71_5,1,DiPol_BN,2.0366
dipSP71_6,1,DiPol_BO,2.3171
dipSP71_7,1,DiPol_BS,0.7834
dipSP71_8,1,DiPol_C2H,0.7601
dipSP71_9,1,DiPol_C2H3,0.6867
dipSP71_10,1,DiPol_C2H5,0.314
dipSP71_11,1,DiPol_CF,0.6793
dipSP71_12,1,DiPol_CF2,0.5402
dipSP71_13,1,DiPol_CH,1.4328
dipSP71_14,1,DiPol_CH2F,1.3796
dipSP71_15,1,DiPol_CH2NH,2.0673
dipSP71_16,1,DiPol_CH2PH,0.8748
dipSP71_17,1,DiPol_CH2-singlet,1.4942
dipSP71_18,1,DiPol_CH2-triplet,0.5862
dipSP71_19,1,DiPol_CH3O,2.0368
dipSP71_20,1,DiPol_ClO2,1.8627
dipSP71_21,1,DiPol_CN,1.4318
dipSP71_22,1,DiPol_FCO,0.7678
dipSP71_23,1,DiPol_FH-BH2,2.973
dipSP71_24,1,DiPol_FH-NH2,4.6265
dipSP71_25,1,DiPol_FH-OH,3.3808
dipSP71_26,1,DiPol_H2CN,2.4939
dipSP71_27,1,DiPol_H2O-Al,4.3573
dipSP71_28,1,DiPol_H2O-Cl,2.2383
dipSP71_29,1,DiPol_H2O-F,2.1875
dipSP71_30,1,DiPol_H2O-Li,3.6184
dipSP71_31,1,DiPol_HCHS,1.7588
dipSP71_32,1,DiPol_HCO,1.6912
dipSP71_33,1,DiPol_HCP,0.3542
dipSP71_34,1,DiPol_HNO,1.6536
dipSP71_35,1,DiPol_HNO2,1.9345
dipSP71_36,1,DiPol_HNS,1.4062
dipSP71_37,1,DiPol_HO2,2.1659
dipSP71_38,1,DiPol_HOF,1.9168
dipSP71_39,1,DiPol_HPO,2.6291
dipSP71_40,1,DiPol_LiN,7.0558
dipSP71_41,1,DiPol_N2H2,2.8771
dipSP71_42,1,DiPol_NaLi,0.4837
dipSP71_43,1,DiPol_NCl,1.1279
dipSP71_44,1,DiPol_NCO,0.7935
dipSP71_45,1,DiPol_NF,0.0671
dipSP71_46,1,DiPol_NF2,0.1904
dipSP71_47,1,DiPol_NH,1.5433
dipSP71_48,1,DiPol_NH2,1.7853
dipSP71_49,1,DiPol_NO,0.1271
dipSP71_50,1,DiPol_NO2,0.335
dipSP71_51,1,DiPol_NOCl,2.0773
dipSP71_52,1,DiPol_NP,2.8713
dipSP71_53,1,DiPol_NS,1.8237
dipSP71_54,1,DiPol_O3,0.5666
dipSP71_55,1,DiPol_OCl,1.279
dipSP71_56,1,DiPol_OF,0.0205
dipSP71_57,1,DiPol_OF2,0.3252
dipSP71_58,1,DiPol_OH,1.655
dipSP71_59,1,DiPol_PCl,0.5657
dipSP71_60,1,DiPol_PF,0.8104
dipSP71_61,1,DiPol_PH,0.4375
dipSP71_62,1,DiPol_PH2,0.5472
dipSP71_63,1,DiPol_PO,1.9617
dipSP71_64,1,DiPol_PO2,1.4426
dipSP71_65,1,DiPol_PPO,1.8812
dipSP71_66,1,DiPol_PS,0.6825
dipSP71_67,1,DiPol_SCl,0.069
dipSP71_68,1,DiPol_SF,0.8139
dipSP71_69,1,DiPol_SH,0.7727
dipSP71_70,1,DiPol_SiH,0.1138
dipSP71_71,1,DiPol_SO-trip,1.5606
pol132_1,1,DiPol_AlF,5.691
pol132_2,1,DiPol_Ar,1.634
pol132_3,1,DiPol_Be,5.622
pol132_4,1,DiPol_BeH,4.872
pol132_5,1,DiPol_BeH2,2.933
pol132_6,1,DiPol_BF,2.862
pol132_7,1,DiPol_BH2,2.922
pol132_8,1,DiPol_BH2Cl,4.36
pol132_9,1,DiPol_BH2F,2.45
pol132_10,1,DiPol_BH3,2.52
pol132_11,1,DiPol_BHF2,2.385
pol132_12,1,DiPol_BN,3.081
pol132_13,1,DiPol_BO,2.43
pol132_14,1,DiPol_BS,4.987
pol132_15,1,DiPol_C2H,3.304
pol132_16,1,DiPol_C2H2,3.339
pol132_17,1,DiPol_C2H3,3.855
pol132_18,1,DiPol_C2H4,4.007
pol132_19,1,DiPol_CH2BH,4.496
pol132_20,1,DiPol_CH2F,2.368
pol132_21,1,DiPol_CH2NH,3.255
pol132_22,1,DiPol_CH2PH,6.06
pol132_23,1,DiPol_CH2-t,2.143
pol132_24,1,DiPol_CH3,2.341
pol132_25,1,DiPol_CH3BH2,4.272
pol132_26,1,DiPol_CH3Cl,4.417
pol132_27,1,DiPol_CH3F,2.435
pol132_28,1,DiPol_CH3NH2,3.743
pol132_29,1,DiPol_CH3O,3.45
pol132_30,1,DiPol_CH3OH,3.104
pol132_31,1,DiPol_CH3SH,5.417
pol132_32,1,DiPol_CH4,2.426
pol132_33,1,DiPol_Cl2,4.502
pol132_34,1,DiPol_ClCN,4.471
pol132_35,1,DiPol_ClF,2.683
pol132_36,1,DiPol_CN,2.864
pol132_37,1,DiPol_CO,1.93
pol132_38,1,DiPol_CO2,2.579
pol132_39,1,DiPol_CS,4.207
pol132_40,1,DiPol_CSO,5.113
pol132_41,1,DiPol_F2,1.244
pol132_42,1,DiPol_FCN,2.682
pol132_43,1,DiPol_FCO,2.584
pol132_44,1,DiPol_FH-OH,1.923
pol132_45,1,DiPol_FNO,2.552
pol132_46,1,DiPol_H,0.667
pol132_47,1,DiPol_H2,0.768
pol132_48,1,DiPol_H2CN,2.897
pol132_49,1,DiPol_H2O,1.409
pol132_50,1,DiPol_H2O-Li,38.594
pol132_51,1,DiPol_HBO,2.457
pol132_52,1,DiPol_HBS,5.033
pol132_53,1,DiPol_HCCCl,5.372
pol132_54,1,DiPol_HCCF,3.423
pol132_55,1,DiPol_HCHO,2.611
pol132_56,1,DiPol_HCHS,5.045
pol132_57,1,DiPol_HCl,2.542
pol132_58,1,DiPol_HCN,2.472
pol132_59,1,DiPol_HCO,2.485
pol132_60,1,DiPol_HCONH2,4.081
pol132_61,1,DiPol_HCOOH,3.309
pol132_62,1,DiPol_HCP,5.258
pol132_63,1,DiPol_He,0.205
pol132_64,1,DiPol_HF,0.819
pol132_65,1,DiPol_HNC,2.7
pol132_66,1,DiPol_HNO,2.217
pol132_67,1,DiPol_HNS,4.327
pol132_68,1,DiPol_HO2,1.972
pol132_69,1,DiPol_HOCl,3.312
pol132_70,1,DiPol_HOF,1.737
pol132_71,1,DiPol_HOOH,2.216
pol132_72,1,DiPol_Li,24.304
pol132_73,1,DiPol_Li2,30.932
pol132_74,1,DiPol_LiBH4,4.42
pol132_75,1,DiPol_LiCl,3.842
pol132_76,1,DiPol_LiCN,3.581
pol132_77,1,DiPol_LiH,4.186
pol132_78,1,DiPol_Mg,10.591
pol132_79,1,DiPol_Mg2,23.068
pol132_80,1,DiPol_N,1.077
pol132_81,1,DiPol_N2,1.732
pol132_82,1,DiPol_N2H2,2.813
pol132_83,1,DiPol_N2H4,3.333
pol132_84,1,DiPol_Na,24.32
pol132_85,1,DiPol_Na2,38.661
pol132_86,1,DiPol_NaCl,4.402
pol132_87,1,DiPol_NaCN,4.007
pol132_88,1,DiPol_NaH,6.596
pol132_89,1,DiPol_NaLi,35.124
pol132_90,1,DiPol_NCO,3.131
pol132_91,1,DiPol_Ne,0.393
pol132_92,1,DiPol_NH,1.452
pol132_93,1,DiPol_NH2,1.784
pol132_94,1,DiPol_NH2Cl,3.954
pol132_95,1,DiPol_NH2F,2.189
pol132_96,1,DiPol_NH2OH,2.789
pol132_97,1,DiPol_NH3,2.081
pol132_98,1,DiPol_NH3O,3.01
pol132_99,1,DiPol_NO,1.723
pol132_100,1,DiPol_NOCl,5.045
pol132_101,1,DiPol_NP,4.152
pol132_102,1,DiPol_O2,1.561
pol132_103,1,DiPol_O3,2.819
pol132_104,1,DiPol_OCl,3.004
pol132_105,1,DiPol_OCl2,5.523
pol132_106,1,DiPol_OF,1.407
pol132_107,1,DiPol_OF2,2.129
pol132_108,1,DiPol_OH,1.159
pol132_109,1,DiPol_P,3.705
pol132_110,1,DiPol_P2,7.334
pol132_111,1,DiPol_P2H4,8.499
pol132_112,1,DiPol_PH,4.059
pol132_113,1,DiPol_PH2,4.329
pol132_114,1,DiPol_PH2OH,4.892
pol132_115,1,DiPol_PH3,4.475
pol132_116,1,DiPol_PH3O,4.367
pol132_117,1,DiPol_PS,6.532
pol132_118,1,DiPol_S2,6
pol132_119,1,DiPol_S2H2,6.523
pol132_120,1,DiPol_SCl,5.325
pol132_121,1,DiPol_SCl2,7.563
pol132_122,1,DiPol_SF,3.328
pol132_123,1,DiPol_SF2,3.478
pol132_124,1,DiPol_SH,3.442
pol132_125,1,DiPol_SH2,3.587
pol132_126,1,DiPol_SiH3,5.002
pol132_127,1,DiPol_SiH3Cl,6.16
pol132_128,1,DiPol_SiH3F,4.114
pol132_129,1,DiPol_SiH4,4.589
pol132_130,1,DiPol_SiO,4.372
pol132_131,1,DiPol_SO2,3.764
pol132_132,1,DiPol_SO-trip,3.412
