MN_RE_17,-1,046_CH3COCH3_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,006_C2H4O_SR-MGN-BE107,0.195440921
MN_RE_18,-1,046_CH3COCH3_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,008_C2H5O_SR-MGN-BE107,0.261418446
MN_RE_19,-1,046_CH3COCH3_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.054148464
MN_RE_20,-1,046_CH3COCH3_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.056278476
MN_RE_21,-1,046_CH3COCH3_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.083687619
MN_RE_22,-1,046_CH3COCH3_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,1,052_CH3OH_SR-MGN-BE107,0.079561591
MN_RE_23,-1,035_CH2CH_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,0.229173187
MN_RE_24,-1,035_CH2CH_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,0.241618522
MN_RE_25,-1,035_CH2CH_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.095503315
MN_RE_26,-1,057_CH4_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.161011932
MN_RE_27,-1,057_CH4_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.173457267
MN_RE_28,-1,042_CH3CHCH2_SR-MGN-BE107,1,035_CH2CH_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,0.143221473
MN_RE_29,-1,042_CH3CHCH2_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,0.046780508
MN_RE_30,-1,042_CH3CHCH2_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,0.231330017
MN_RE_31,-1,042_CH3CHCH2_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,0.142591918
MN_RE_32,-1,042_CH3CHCH2_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,0.155037253
MN_RE_33,-1,042_CH3CHCH2_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.062065777
MN_RE_34,-1,042_CH3CHCH2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.06419579
MN_RE_35,-1,042_CH3CHCH2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.091604932
MN_RE_36,-1,041_CH3CH3_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,0.136375976
MN_RE_37,-1,041_CH3CH3_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,0.148821311
MN_RE_38,-1,041_CH3CH3_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.053317912
MN_RE_39,-1,007_C2H5_SR-MGN-BE107,1,035_CH2CH_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.064771796
MN_RE_40,-1,007_C2H5_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,0.132933051
MN_RE_41,-1,007_C2H5_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,0.141064644
MN_RE_42,-1,007_C2H5_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,0.153509979
MN_RE_43,-1,036_CH2CH2_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,0.256515331
MN_RE_44,-1,036_CH2CH2_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,0.229802742
MN_RE_45,-1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.065200522
MN_RE_46,-1,056_CH3_3_C_SR-MGN-BE107,1,035_CH2CH_SR-MGN-BE107,1,041_CH3CH3_SR-MGN-BE107,0.054429742
MN_RE_47,-1,056_CH3_3_C_SR-MGN-BE107,1,042_CH3CHCH2_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,0.041448583
MN_RE_48,-1,056_CH3_3_C_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,0.042975857
MN_RE_49,-1,056_CH3_3_C_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,055_CH3_2_CH_SR-MGN-BE107,0.144587933
MN_RE_50,-1,056_CH3_3_C_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,055_CH3_2_CH_SR-MGN-BE107,0.157033268
MN_RE_51,-1,056_CH3_3_C_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,016_C3H8_SR-MGN-BE107,0.145070208
MN_RE_52,-1,056_CH3_3_C_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,1,015_C3H6_cyclopropane_SR-MGN-BE107,0.051094083
MN_RE_53,-1,037_CH2OH_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,0.149919691
MN_RE_54,-1,037_CH2OH_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,0.162365026
MN_RE_55,-1,037_CH2OH_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,0.124359283
MN_RE_56,-1,037_CH2OH_SR-MGN-BE107,1,074_HCO_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.028346876
MN_RE_57,-1,051_CH3OCH3_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,070_H2CO_SR-MGN-BE107,0.00450129
MN_RE_58,-1,051_CH3OCH3_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,0.116696515
MN_RE_59,-1,051_CH3OCH3_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,0.002398009
MN_RE_60,-1,051_CH3OCH3_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,052_CH3OH_SR-MGN-BE107,0.126154469
MN_RE_61,-1,051_CH3OCH3_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,052_CH3OH_SR-MGN-BE107,0.138599804
MN_RE_62,-1,051_CH3OCH3_SR-MGN-BE107,1,037_CH2OH_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,0.107841468
MN_RE_63,-1,051_CH3OCH3_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,043_CH3CHO_SR-MGN-BE107,0.015446083
MN_RE_64,-1,051_CH3OCH3_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,006_C2H4O_SR-MGN-BE107,0.05071899
MN_RE_65,-1,016_C3H8_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,0.030838701
MN_RE_66,-1,016_C3H8_SR-MGN-BE107,1,042_CH3CHCH2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.049258714
MN_RE_67,-1,016_C3H8_SR-MGN-BE107,1,041_CH3CH3_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,0.138532721
MN_RE_68,-1,016_C3H8_SR-MGN-BE107,1,041_CH3CH3_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,0.150978056
MN_RE_69,-1,016_C3H8_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,0.127708391
MN_RE_70,-1,016_C3H8_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,015_C3H6_cyclopropane_SR-MGN-BE107,0.058904215
MN_RE_71,-1,054_CH3_2App2_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.15288034
MN_RE_72,-1,085_NH3_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.141238824
MN_RE_73,-1,101_SiH4_SR-MGN-BE107,1,098_SiH2_1A1_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.084719168
MN_RE_74,-1,101_SiH4_SR-MGN-BE107,1,099_SiH2_3B1_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.112503404
MN_RE_75,-1,005_C2H2_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,068_H2_SR-MGN-BE107,0.199580483
MN_RE_76,-1,070_H2CO_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,068_H2_SR-MGN-BE107,0.007287758
MN_RE_77,-1,070_H2CO_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,0.245128277
MN_RE_78,-1,052_CH3OH_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,0.120313536
MN_RE_79,-1,052_CH3OH_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,0.132758871
MN_RE_80,-1,052_CH3OH_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,0.13160669
MN_RE_81,-1,052_CH3OH_SR-MGN-BE107,1,070_H2CO_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,0.039358753
MN_RE_82,-1,084_NH2NH2_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,1,085_NH3_SR-MGN-BE107,0.077002768
MN_RE_83,-1,081_HOOH_SR-MGN-BE107,1,14_O2_MR-MGN-BE17,1,068_H2_SR-MGN-BE107,0.051857804
MN_RE_84,-1,095_Si2H6_SR-MGN-BE107,1,098_SiH2_1A1_SR-MGN-BE107,1,101_SiH4_SR-MGN-BE107,0.07866404
MN_RE_85,-1,095_Si2H6_SR-MGN-BE107,1,099_SiH2_3B1_SR-MGN-BE107,1,101_SiH4_SR-MGN-BE107,0.106448276
MN_RE_86,-1,048_CH3Cl_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,078_HCl_SR-MGN-BE107,0.131539775
MN_RE_87,-1,048_CH3Cl_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,078_HCl_SR-MGN-BE107,0.14398511
MN_RE_88,-1,053_CH3SH_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,072_H2S_SR-MGN-BE107,0.133736871
MN_RE_89,-1,053_CH3SH_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,072_H2S_SR-MGN-BE107,0.146182206
MN_RE_90,-1,053_CH3SH_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,1,093_SH_SR-MGN-BE107,0.105925735
MN_RE_91,-1,012_C3H4_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,057_CH4_SR-MGN-BE107,0.184295215
MN_RE_92,-1,012_C3H4_SR-MGN-BE107,1,035_CH2CH_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,0.234036036
MN_RE_93,-1,012_C3H4_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,0.145726664
MN_RE_94,-1,012_C3H4_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,0.158171999
MN_RE_95,-1,012_C3H4_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,0.176659011
MN_RE_96,-1,019_C4H4O_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,012_C3H4_SR-MGN-BE107,0.039559918
MN_RE_97,-1,019_C4H4O_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,013_C3H4_allene_SR-MGN-BE107,0.041689931
MN_RE_98,-1,019_C4H4O_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.069099073
MN_RE_99,-1,019_C4H4O_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,043_CH3CHO_SR-MGN-BE107,0.227512167
MN_RE_100,-1,019_C4H4O_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,006_C2H4O_SR-MGN-BE107,0.262785074
MN_RE_101,-1,019_C4H4O_SR-MGN-BE107,1,045_CH3CO_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,0.196968111
MN_RE_102,-1,019_C4H4O_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,1,069_H2CCO_SR-MGN-BE107,0.075113934
MN_RE_103,-1,020_C4H4S_SR-MGN-BE107,1,092_SC_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.116321506
MN_RE_104,-1,020_C4H4S_SR-MGN-BE107,1,092_SC_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.118451519
MN_RE_105,-1,020_C4H4S_SR-MGN-BE107,1,092_SC_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.145860661
MN_RE_106,-1,021_C4H5N_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,1,044_CH3CN_SR-MGN-BE107,0.06749135
MN_RE_107,-1,021_C4H5N_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.071590645
MN_RE_108,-1,021_C4H5N_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.073720658
MN_RE_109,-1,021_C4H5N_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.101129801
MN_RE_110,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,041_CH3CH3_SR-MGN-BE107,0.204550597
MN_RE_111,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,0.192225726
MN_RE_112,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,0.058288026
MN_RE_113,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.156631358
MN_RE_114,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.158761371
MN_RE_115,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.186170514
MN_RE_116,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.169076693
MN_RE_117,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.171206706
MN_RE_118,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.198615849
MN_RE_119,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,041_CH3CH3_SR-MGN-BE107,0.193511905
MN_RE_120,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,0.181187033
MN_RE_121,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,0.047249333
MN_RE_122,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.145592666
MN_RE_123,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.147722679
MN_RE_124,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.175131821
MN_RE_125,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.158038001
MN_RE_126,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.160168014
MN_RE_127,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.187577156
MN_RE_128,-1,033_CF3CN_SR-MGN-BE107,1,11_NF3_MR-MGN-BE17,1,22_c2_MR-MGN-BE17,0.386407704
MN_RE_129,-1,044_CH3CN_SR-MGN-BE107,1,02_CN_MR-MGN-BE17,1,054_CH3_2App2_SR-MGN-BE107,0.169840414
MN_RE_130,-1,044_CH3CN_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,085_NH3_SR-MGN-BE107,0.228999175
MN_RE_131,-1,044_CH3CN_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,0.149825959
MN_RE_132,-1,044_CH3CN_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,0.162271294
MN_RE_133,-1,044_CH3CN_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,0.170657516
MN_RE_134,-1,044_CH3CN_SR-MGN-BE107,1,083_NH2_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,0.225221256
MN_RE_135,-1,049_CH3NH2_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,0.105537275
MN_RE_136,-1,049_CH3NH2_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,085_NH3_SR-MGN-BE107,0.125310382
MN_RE_137,-1,049_CH3NH2_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,085_NH3_SR-MGN-BE107,0.137755718
MN_RE_138,-1,049_CH3NH2_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,1,083_NH2_SR-MGN-BE107,0.123033005
MN_RE_139,-1,050_CH3NO2_SR-MGN-BE107,1,04_CO2_MR-MGN-BE17,1,085_NH3_SR-MGN-BE107,-0.115691615
MN_RE_140,-1,050_CH3NO2_SR-MGN-BE107,1,12_NO_MR-MGN-BE17,1,037_CH2OH_SR-MGN-BE107,0.051991802
MN_RE_141,-1,050_CH3NO2_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,1,077_HCOOH_SR-MGN-BE107,0.023028485
MN_RE_142,-1,050_CH3NO2_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,1,081_HOOH_SR-MGN-BE107,0.025935501
MN_RE_143,-1,063_ClF3_SR-MGN-BE107,1,08_F2_MR-MGN-BE17,1,062_ClF_SR-MGN-BE107,0.034147627
MN_RE_144,-1,076_HCOOCH3_SR-MGN-BE107,1,04_CO2_MR-MGN-BE17,1,057_CH4_SR-MGN-BE107,-0.033075643
MN_RE_145,-1,076_HCOOCH3_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,052_CH3OH_SR-MGN-BE107,0.016906526
MN_RE_146,-1,076_HCOOCH3_SR-MGN-BE107,1,14_O2_MR-MGN-BE17,1,036_CH2CH2_SR-MGN-BE107,0.135813419
MN_RE_147,-1,076_HCOOCH3_SR-MGN-BE107,1,045_CH3CO_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,0.129262398
MN_RE_148,-1,076_HCOOCH3_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,077_HCOOH_SR-MGN-BE107,0.125417564
MN_RE_149,-1,076_HCOOCH3_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,077_HCOOH_SR-MGN-BE107,0.137862899
MN_RE_150,-1,076_HCOOCH3_SR-MGN-BE107,1,037_CH2OH_SR-MGN-BE107,1,074_HCO_SR-MGN-BE107,0.129128484
MN_RE_151,-1,076_HCOOCH3_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,1,069_H2CCO_SR-MGN-BE107,0.027047415
MN_RE_152,-1,076_HCOOCH3_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,1,081_HOOH_SR-MGN-BE107,0.149156137
MN_RE_153,-1,076_HCOOCH3_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,075_HCOCOH_SR-MGN-BE107,0.05682775
MN_RE_154,-1,077_HCOOH_SR-MGN-BE107,1,04_CO2_MR-MGN-BE17,1,068_H2_SR-MGN-BE107,0.002518725
MN_RE_155,-1,077_HCOOH_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,071_H2O_SR-MGN-BE107,0.011802498
MN_RE_156,-1,077_HCOOH_SR-MGN-BE107,1,14_O2_MR-MGN-BE17,1,039_CH2_3B1_SR-MGN-BE107,0.254465851
MN_RE_157,-1,077_HCOOH_SR-MGN-BE107,1,14_O2_MR-MGN-BE17,1,038_CH2_1A1_SR-MGN-BE107,0.266911186
MN_RE_158,-1,077_HCOOH_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,1,074_HCO_SR-MGN-BE107,0.153630611
MN_RE_159,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,041_CH3CH3_SR-MGN-BE107,0.170831697
MN_RE_160,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,0.158506825
MN_RE_161,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,0.024569125
MN_RE_162,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.122912458
MN_RE_163,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.125042471
MN_RE_164,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.152451613
MN_RE_165,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.135357793
MN_RE_166,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.137487806
MN_RE_167,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.164896948
MN_RE_168,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,041_CH3CH3_SR-MGN-BE107,0.19013598
MN_RE_169,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,0.177811108
MN_RE_170,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,0.043873408
MN_RE_171,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.14221674
MN_RE_172,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,0.144346753
MN_RE_173,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,0.171755896
MN_RE_174,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,0.154662076
