MN_RE_34,-1,042_CH3CHCH2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,40.28343598711
MN_RE_35,-1,042_CH3CHCH2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,57.482919274388
MN_RE_36,-1,041_CH3CH3_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,85.577152323784
MN_RE_37,-1,041_CH3CH3_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,93.386712044299
MN_RE_38,-1,041_CH3CH3_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,33.457469641208
MN_RE_39,-1,007_C2H5_SR-MGN-BE107,1,035_CH2CH_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,40.644884936164004
MN_RE_40,-1,007_C2H5_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,83.416685899959
MN_RE_41,-1,007_C2H5_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,88.51933369179599
MN_RE_42,-1,007_C2H5_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,96.32889341231099
MN_RE_43,-1,036_CH2CH2_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,160.965678840479
MN_RE_44,-1,036_CH2CH2_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,144.203288829678
MN_RE_45,-1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,40.913914359698
MN_RE_46,-1,056_CH3_3_C_SR-MGN-BE107,1,035_CH2CH_SR-MGN-BE107,1,041_CH3CH3_SR-MGN-BE107,34.155152972678
MN_RE_47,-1,056_CH3_3_C_SR-MGN-BE107,1,042_CH3CHCH2_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,26.009358869747
MN_RE_48,-1,056_CH3_3_C_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,26.967737050213
MN_RE_49,-1,056_CH3_3_C_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,055_CH3_2_CH_SR-MGN-BE107,90.730229248897
MN_RE_50,-1,056_CH3_3_C_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,055_CH3_2_CH_SR-MGN-BE107,98.539788969412
MN_RE_51,-1,056_CH3_3_C_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,016_C3H8_SR-MGN-BE107,91.03286115187201
MN_RE_52,-1,056_CH3_3_C_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,1,015_C3H6_cyclopropane_SR-MGN-BE107,32.061996929247
MN_RE_53,-1,037_CH2OH_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,94.075955379719
MN_RE_54,-1,037_CH2OH_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,101.885515100234
MN_RE_55,-1,037_CH2OH_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,78.03656931604701
MN_RE_56,-1,037_CH2OH_SR-MGN-BE107,1,074_HCO_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,17.787919811884
MN_RE_57,-1,051_CH3OCH3_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,070_H2CO_SR-MGN-BE107,2.82459998661
MN_RE_58,-1,051_CH3OCH3_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,73.228113431135
MN_RE_59,-1,051_CH3OCH3_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,1.504772229581
MN_RE_60,-1,051_CH3OCH3_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,052_CH3OH_SR-MGN-BE107,79.16306468772099
MN_RE_61,-1,051_CH3OCH3_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,052_CH3OH_SR-MGN-BE107,86.972624408236
MN_RE_62,-1,051_CH3OCH3_SR-MGN-BE107,1,037_CH2OH_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,67.671491743212
MN_RE_63,-1,051_CH3OCH3_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,043_CH3CHO_SR-MGN-BE107,9.692556097247
MN_RE_64,-1,051_CH3OCH3_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,006_C2H4O_SR-MGN-BE107,31.82662269591
MN_RE_65,-1,016_C3H8_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,19.351562425809
MN_RE_66,-1,016_C3H8_SR-MGN-BE107,1,042_CH3CHCH2_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,30.910286363426003
MN_RE_67,-1,016_C3H8_SR-MGN-BE107,1,041_CH3CH3_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,86.930529221989
MN_RE_68,-1,016_C3H8_SR-MGN-BE107,1,041_CH3CH3_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,94.740088942504
MN_RE_69,-1,016_C3H8_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,80.138164728019
MN_RE_70,-1,016_C3H8_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,015_C3H6_cyclopropane_SR-MGN-BE107,36.962925050435004
MN_RE_71,-1,054_CH3_2App2_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,95.93378927306
MN_RE_72,-1,085_NH3_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,88.62863320941601
MN_RE_73,-1,101_SiH4_SR-MGN-BE107,1,098_SiH2_1A1_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,53.162040392512
MN_RE_74,-1,101_SiH4_SR-MGN-BE107,1,099_SiH2_3B1_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,70.596898540636
MN_RE_75,-1,005_C2H2_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,068_H2_SR-MGN-BE107,125.238549306847
MN_RE_76,-1,070_H2CO_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,068_H2_SR-MGN-BE107,4.573133734822
MN_RE_77,-1,070_H2CO_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,153.82019997199302
MN_RE_78,-1,052_CH3OH_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,75.497826661824
MN_RE_79,-1,052_CH3OH_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,83.307386382339
MN_RE_80,-1,052_CH3OH_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,82.58438243521
MN_RE_81,-1,052_CH3OH_SR-MGN-BE107,1,070_H2CO_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,24.697971736277
MN_RE_82,-1,084_NH2NH2_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,1,085_NH3_SR-MGN-BE107,48.319929944912
MN_RE_83,-1,081_HOOH_SR-MGN-BE107,1,14_O2_MR-MGN-BE17,1,068_H2_SR-MGN-BE107,32.541238730236
MN_RE_84,-1,095_Si2H6_SR-MGN-BE107,1,098_SiH2_1A1_SR-MGN-BE107,1,101_SiH4_SR-MGN-BE107,49.36239307636001
MN_RE_85,-1,095_Si2H6_SR-MGN-BE107,1,099_SiH2_3B1_SR-MGN-BE107,1,101_SiH4_SR-MGN-BE107,66.797251224484
MN_RE_86,-1,048_CH3Cl_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,078_HCl_SR-MGN-BE107,82.542392670475
MN_RE_87,-1,048_CH3Cl_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,078_HCl_SR-MGN-BE107,90.35195239099001
MN_RE_88,-1,053_CH3SH_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,072_H2S_SR-MGN-BE107,83.92109018433901
MN_RE_89,-1,053_CH3SH_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,072_H2S_SR-MGN-BE107,91.730649904854
MN_RE_90,-1,053_CH3SH_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,1,093_SH_SR-MGN-BE107,66.469352044115
MN_RE_91,-1,012_C3H4_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,057_CH4_SR-MGN-BE107,115.646906069435
MN_RE_92,-1,012_C3H4_SR-MGN-BE107,1,035_CH2CH_SR-MGN-BE107,1,060_CH_2pi_SR-MGN-BE107,146.859718914324
MN_RE_93,-1,012_C3H4_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,91.444793199976
MN_RE_94,-1,012_C3H4_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,99.254352920491
MN_RE_95,-1,012_C3H4_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,110.855119333599
MN_RE_96,-1,019_C4H4O_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,012_C3H4_SR-MGN-BE107,24.824204584262
MN_RE_97,-1,019_C4H4O_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,013_C3H4_allene_SR-MGN-BE107,26.160806911879
MN_RE_98,-1,019_C4H4O_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,014_C3H4_cyclopropene_SR-MGN-BE107,43.360290199157
MN_RE_99,-1,019_C4H4O_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,043_CH3CHO_SR-MGN-BE107,142.765932402003
MN_RE_100,-1,019_C4H4O_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,006_C2H4O_SR-MGN-BE107,164.899999000666
MN_RE_101,-1,019_C4H4O_SR-MGN-BE107,1,045_CH3CO_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,123.599262365499
MN_RE_102,-1,019_C4H4O_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,1,069_H2CCO_SR-MGN-BE107,47.134669610406
MN_RE_103,-1,020_C4H4S_SR-MGN-BE107,1,092_SC_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,72.99279190855401
MN_RE_104,-1,020_C4H4S_SR-MGN-BE107,1,092_SC_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,74.329394236171
MN_RE_105,-1,020_C4H4S_SR-MGN-BE107,1,092_SC_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,91.528877523449
MN_RE_106,-1,021_C4H5N_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,1,044_CH3CN_SR-MGN-BE107,42.351429547150005
MN_RE_107,-1,021_C4H5N_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,44.923774053304996
MN_RE_108,-1,021_C4H5N_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,46.260376380922
MN_RE_109,-1,021_C4H5N_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,63.45986029570901
MN_RE_110,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,041_CH3CH3_SR-MGN-BE107,128.357340572873
MN_RE_111,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,120.62337309653401
MN_RE_112,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,36.576260907234
MN_RE_113,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,98.287586827222
MN_RE_114,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,99.62418915483902
MN_RE_115,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,116.82367306962601
MN_RE_116,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,106.097146547737
MN_RE_117,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,107.433748875354
MN_RE_118,-1,025_C4H6_trans-1_3-butadiene_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,124.63323279014101
MN_RE_119,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,041_CH3CH3_SR-MGN-BE107,121.43046199464501
MN_RE_120,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,113.696493890797
MN_RE_121,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,29.649381701497
MN_RE_122,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,91.360708248994
MN_RE_123,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,92.697310576611
MN_RE_124,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,109.896793863889
MN_RE_125,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,99.17026796950901
MN_RE_126,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,100.506870297126
MN_RE_127,-1,022_C4H6_2-butyne_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,117.706353584404
MN_RE_128,-1,033_CF3CN_SR-MGN-BE107,1,11_NF3_MR-MGN-BE17,1,22_c2_MR-MGN-BE17,242.474311929336
MN_RE_129,-1,044_CH3CN_SR-MGN-BE107,1,02_CN_MR-MGN-BE17,1,054_CH3_2App2_SR-MGN-BE107,106.576388348726
MN_RE_130,-1,044_CH3CN_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,085_NH3_SR-MGN-BE107,143.699043305075
MN_RE_131,-1,044_CH3CN_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,94.01713770613101
MN_RE_132,-1,044_CH3CN_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,101.826697426646
MN_RE_133,-1,044_CH3CN_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,107.08912720764401
MN_RE_134,-1,044_CH3CN_SR-MGN-BE107,1,083_NH2_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,141.328365131304
MN_RE_135,-1,049_CH3NH2_SR-MGN-BE107,1,057_CH4_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,66.225589897975
MN_RE_136,-1,049_CH3NH2_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,085_NH3_SR-MGN-BE107,78.633392498438
MN_RE_137,-1,049_CH3NH2_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,085_NH3_SR-MGN-BE107,86.442952846462
MN_RE_138,-1,049_CH3NH2_SR-MGN-BE107,1,054_CH3_2App2_SR-MGN-BE107,1,083_NH2_SR-MGN-BE107,77.204317934545
MN_RE_139,-1,050_CH3NO2_SR-MGN-BE107,1,04_CO2_MR-MGN-BE17,1,085_NH3_SR-MGN-BE107,-72.597529637035
MN_RE_140,-1,050_CH3NO2_SR-MGN-BE107,1,12_NO_MR-MGN-BE17,1,037_CH2OH_SR-MGN-BE107,32.625323681218
MN_RE_141,-1,050_CH3NO2_SR-MGN-BE107,1,082_NH_SR-MGN-BE107,1,077_HCOOH_SR-MGN-BE107,14.450581593865001
MN_RE_142,-1,050_CH3NO2_SR-MGN-BE107,1,073_HCN_SR-MGN-BE107,1,081_HOOH_SR-MGN-BE107,16.274760297009
MN_RE_143,-1,063_ClF3_SR-MGN-BE107,1,08_F2_MR-MGN-BE17,1,062_ClF_SR-MGN-BE107,21.427943271143
MN_RE_144,-1,076_HCOOCH3_SR-MGN-BE107,1,04_CO2_MR-MGN-BE17,1,057_CH4_SR-MGN-BE107,-20.755263663287003
MN_RE_145,-1,076_HCOOCH3_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,052_CH3OH_SR-MGN-BE107,10.608997223734
MN_RE_146,-1,076_HCOOCH3_SR-MGN-BE107,1,14_O2_MR-MGN-BE17,1,036_CH2CH2_SR-MGN-BE107,85.224142743271
MN_RE_147,-1,076_HCOOCH3_SR-MGN-BE107,1,045_CH3CO_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,81.113318106582
MN_RE_148,-1,076_HCOOCH3_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,077_HCOOH_SR-MGN-BE107,78.70065016807601
MN_RE_149,-1,076_HCOOCH3_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,077_HCOOH_SR-MGN-BE107,86.510209888591
MN_RE_150,-1,076_HCOOCH3_SR-MGN-BE107,1,037_CH2OH_SR-MGN-BE107,1,074_HCO_SR-MGN-BE107,81.02928586635599
MN_RE_151,-1,076_HCOOCH3_SR-MGN-BE107,1,071_H2O_SR-MGN-BE107,1,069_H2CCO_SR-MGN-BE107,16.972496339235
MN_RE_152,-1,076_HCOOCH3_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,1,081_HOOH_SR-MGN-BE107,93.596818372733
MN_RE_153,-1,076_HCOOCH3_SR-MGN-BE107,1,068_H2_SR-MGN-BE107,1,075_HCOCOH_SR-MGN-BE107,35.65992457475
MN_RE_154,-1,077_HCOOH_SR-MGN-BE107,1,04_CO2_MR-MGN-BE17,1,068_H2_SR-MGN-BE107,1.580522606025
MN_RE_155,-1,077_HCOOH_SR-MGN-BE107,1,03_CO_MR-MGN-BE17,1,071_H2O_SR-MGN-BE107,7.406173717482
MN_RE_156,-1,077_HCOOH_SR-MGN-BE107,1,14_O2_MR-MGN-BE17,1,039_CH2_3B1_SR-MGN-BE107,159.67961169515902
MN_RE_157,-1,077_HCOOH_SR-MGN-BE107,1,14_O2_MR-MGN-BE17,1,038_CH2_1A1_SR-MGN-BE107,167.489171415674
MN_RE_158,-1,077_HCOOH_SR-MGN-BE107,1,086_OH_SR-MGN-BE107,1,074_HCO_SR-MGN-BE107,96.404591077999
MN_RE_159,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,041_CH3CH3_SR-MGN-BE107,107.19842735277301
MN_RE_160,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,99.464459248925
MN_RE_161,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,15.417347059625001
MN_RE_162,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,77.128673607122
MN_RE_163,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,78.465275934739
MN_RE_164,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,95.66475922201701
MN_RE_165,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,84.93823332763701
MN_RE_166,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,86.274835655254
MN_RE_167,-1,023_C4H6_bicyclobutane_SR-MGN-BE107,1,038_CH2_1A1_SR-MGN-BE107,1,014_C3H4_cyclopropene_SR-MGN-BE107,103.474318942532
MN_RE_168,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,22_c2_MR-MGN-BE17,1,041_CH3CH3_SR-MGN-BE107,119.31203867382001
MN_RE_169,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,007_C2H5_SR-MGN-BE107,1,031_CCH_SR-MGN-BE107,111.578070569972
MN_RE_170,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,036_CH2CH2_SR-MGN-BE107,1,005_C2H2_SR-MGN-BE107,27.530958380672
MN_RE_171,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,012_C3H4_SR-MGN-BE107,89.24228430066
MN_RE_172,-1,024_C4H6_cyclobutene_SR-MGN-BE107,1,039_CH2_3B1_SR-MGN-BE107,1,013_C3H4_allene_SR-MGN-BE107,90.578886628277
